description,title,image,brand,price,asin
"['A rich and creamy chocolate experience the whole family can enjoy - every day, anytime. Pop a Swiss Miss K-Cup portion pack into your Keurig brewer and make those precious moments with the kids last even longer.<br>\nSwiss Miss Milk Chocolate cocoa mix is made with care in a real dairy where milk from local farms is delivered daily, dried & blended with premium, imported cocoa.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Swiss Miss Milk Chocolate K-Cups for Keurig Brewers (48 Count),[],Swiss Miss,29.93,B0092B56A2
"['Nutiva USDA Certified Organic, non-GMO, Unrefined, Granulated Coconut Sugar brings a subtle sweetness - similar to brown sugar with a hint of caramel - to your kitchen and is the perfect alternative to cane sugar, corn syrup, and artificial sweeteners. Unlike other sweeteners on the market, Nutiva Coconut Sugar is never processed using dangerous chemicals. Instead, Nutiva USDA Certified Organic, non-GMO, Unrefined Granulated Coconut Sugar starts with collecting the fresh sap from sustainably grown coconut trees. This raw sap is gently heated so that the excess moisture evaporates away, leaving behind an unrefined and unprocessed granular sugar considered by some to be healthier than refined and chemical sweetener options. Nutiva Coconut Sugar contains potassium, magnesium, zinc, iron, and B vitamins. It is also reported to have a lower glycemic index than other sweeteners on the market, and is often considered to be a healthful addition to vegetarian, vegan, whole food, paleo, ketogenic, and gluten-free diets. Nutiva was founded in 1999 with a single purpose in mind - to Revolutionize the Way the World Eats. Our role is to produce and promote organic, nutrient dense superfoods that are good for you and good for the planet. Social and environmental responsibility is a core part of Nutivas culture and business. From sourcing organic products, to obtaining fair trade certification, to greening our facilities and operations, to funding tree planting at schools in our local community, we are constantly seeking ways to better protect our environment and ensure a better quality of life for employees, customers, and the communities we serve.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Nutiva USDA Certified Organic, non-GMO, Unrefined Granulated Coconut Sugar, 1-pound (Pack of 3)","['https://images-na.ssl-images-amazon.com/images/I/41B9mD67mUL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EEtqzttIL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EyJyWIFPL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51D77zx1piL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41X0WkHPOIL._SS40_.jpg']",Nutiva,11.97,B009324C0U
"[""Wheat-Free Gluten-Free Non-Dairy Whole GrainsNo Artificial Colors, Flavors or Preservatives Pamela's Products promise that delicious scratch baking will be back in your life! Pamela's Artisan Flour has No dairy, NO nuts, No salt, No leavening, No corn, No soy. This flour blend will work perfectly in most recipes, or with subtle tweaking such as adding more liquid. Now you can bake like you used to!"", 'Our products are produced on equipment that processes almonds, eggs, soy, and milk.', 'Brown Rice Flour, Tapioca Starch, White Rice Flour, Potato Starch, Sorghum Flour, Arrowroot Starch, Guar Gum, Sweet Rice Flour, Rice Bran.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Pamela's Products Gluten Free All Purpose Flour Blend, 24 Ounce","['https://images-na.ssl-images-amazon.com/images/I/311txW4Y2tL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KXlxEgWcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61wZX3Szd7L._SS40_.jpg']",Pamela's Products,13.59,B00934S312
"[""Ginger is one of the most ancient spice and has been used traditionally in Asia for thousands of years. And it is tasty! Echinacea has been used by America Indians for hundreds of years too and combining all these ingredients together, we are providing you with your best ally for the Winter! Our old fashioned recipe was developed in the 1950's and has withstood the test of time. Our lozenges are still made today with the simplest natural ingredients. Manuka Honey Lozenges with Ginger and Echinacea contain: Cane sugar, active manuka honey, rice syrup, ground ginger, and echinacea. Try them today and feel the difference! Our nut-free lozenges are made in a 100% NUT FREE facility. For your peace of mind, our production facility is also free of glutens (wheat, barley, rye), sulphites, artificial preservatives, trans fats and GMOs.""]","Wedderspoon Organic Manuka Honey Lozenges with Ginger and Echinacea, 4 Ounce",['https://images-na.ssl-images-amazon.com/images/I/51MFJA1M8OL._SS40_.jpg'],Wedderspoon,9.99,B0093KCLQY
"['Are you looking for a healthy and delicious way to add some protein to your diet? Seapoint Farms Dry Roasted Edamame is the perfect solution! This 27-ounce jar of sea salt edamame will supply you with over 25 servings of this protein-rich, gluten-free snack. Its certified non-GMO, kosher, and uses just 2 ingredients: soybeans and sea salt. You wont have to worry about harmful additives since all our products here at Seapoint Farms are all natural and heart healthy. Edamame is a specialty soybean harvested as a green vegetable when the seeds are immature and have expanded to fill 80 to 90% of the pod width. It is rich in protein and highly nutritious. It is naturally gluten-free and low calorie, contains no cholesterol, and is an excellent source of protein, iron, and calcium. It is especially helpful for vegans or vegetarians to help them get their necessary daily protein. Edamame is a complete protein, which makes it ideal for anyone following a plant-based diet. Edamame contains all the essential amino acids that our bodies cannot produce. Are you trying to eat better or transition to a whole-foods diet? Our dry roasted edamame is a great place to start. Its crunchy goodness makes it hard to believe that its being heart healthy and low in carbs and calories. Whether youre looking for a tasty addition to your lunch, a convenient travel snack, or a natural source of protein, edamame is an excellent choice!', 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings.', ""'SOYBEANS, SEA SALT'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Seapoint Farms Sea Salt Dry Roasted Edamame, Healthy Gluten-Free Snacks, 27 oz","['https://images-na.ssl-images-amazon.com/images/I/51KKUtgyRnL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51AEG2buhFL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VZ0aakZEL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gq6w1634L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QL1UJFEnL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21aiKF6bxNL._SS40_.jpg']",Seapoint Farms,14.74,B0094IXKME
"['It started with a late night chat around the campfire. Sahale Snacks Cranberry Almond with Black Pepper & Orange Zest Bar combines tart cranberries, crunchy almonds, black pepper and orange zest all layered on top of creamy cashew nut butter for a picture-perfect bar. A unique flavor that is Beyond Ordinary. It was back in August 2003, and two best friends were mountain climbing. They had excellent weather, beautiful views and great company. But one thing was missing  wholesome great-tasting snacks. They had no formal experience in the food industry, but that didnt stop them. They went back to their kitchen the very next day and created combinations of nuts, dried fruits and exotic spices. Many were inspired by a personal memory, while others were influenced by a culinary tradition from somewhere around the world.', ""'CASHEW BUTTER (DRY ROASTED CASHEWS, DATE PASTE, BROWN RICE PROTEIN CONCENTRATE, ORGANIC PALM OIL, ORGANIC TAPIOCA SYRUP, SOY LECITHIN), DRY ROASTED ALMONDS, ORGANIC TAPIOCA SYRUP, DRIED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL), TOASTED SORGHUM, ISOLATED SOY PROTEIN, ORGANIC PALM OIL, PUFFED AMARANTH, SEA SALT, ORANGE JUICE CONCENTRATE, BLACK PEPPER, SOY LECITHIN, DRIED ORANGE PEEL.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Sahale Snacks Cranberry Almond With Black Pepper &amp; Orange Zest Bar, No Artificial Flavors or Preservatives, 4 count","['https://images-na.ssl-images-amazon.com/images/I/51wXdjOv04L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-H0IZDnSL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xt0c85mWL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31YqSAi6gBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419CCrcmnPL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61jIFr-UFbL._SS40_.jpg']",Sahale Snacks,25.203335254139688,B0094IZ3V0
[],The Spice Lab Pink Himalayan Salt - Nutrient and Mineral Dense for Health - Kosher and Natural Certified (X Large Coarse 1 Lb Grinder),"['https://images-na.ssl-images-amazon.com/images/I/41wL8RESqRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OOCixLS9L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31RWJegiuML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61NGE%2B6HFZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41c7A-uHt2L._SS40_.jpg']",The Spice Lab,8.95,B0094JPM1K
"[""One of the world's most popular spices, black peppercorns are actually unripe green fruits (berries) that have been sun-dried after fermenting. Black, white and green peppers all come from the woody tropical plant Piper nigrum."", 'Organic Black Pepper.', 'Follow usage directions on label.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Simply Organic Pepper Tin, 4 Ounce","['https://images-na.ssl-images-amazon.com/images/I/41qeJAnxMQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YHiVAiW2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/511a98praNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PeoWJ-anL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312Aaie0o0L._SS40_.jpg']",Simply Organic,25.203335254139688,B0095FWPZE
"[""Bing cherries are loved for their natural sweetness, huge size and taste, but have only been available during a short growing season, until now. Tillen Farms' bada bing cherries are carefully selected and harvested in the pacific northwest, the leading cherry growing region in the USA. Using only natural ingredients, just like with Tillen Farms' merry maraschino cherries, they contain no preservatives, red dyes or corn syrup and are pitted and packed with stems on, for year round enjoyment."", 'Made from real cherries; may contains pits.', 'Cherries, Water, Sugar, Fruit and Vegetable Concentrate (color), Malic Acid, Citric Acid and Natural Flavors.', 'Refrigerate after opening!', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Tillen Farms Cherries, Bada Bings, 13.5-Ounce, 3-Count",[],Tillen Farms,25.203335254139688,B0095SP7KQ
"[""Cup4Cup Gluten Free Flour. Premium taste. Texture. Performance. Just like wheat flour - without the gluten. All natural. Our flour. Your recipe. Best for baking. Developed by chefs. For consumers. Farine sans gluten. But you'd never know it."", 'Contains: Milk . This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', 'Cornstarch, White Rice Flour, Brown Rice Flour, Milk Powder (*rBST-Free), Tapioca Flour, Potato Starch, Xanthan Gum', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Cup4Cup Gluten Free Flour, 3 lb","['https://images-na.ssl-images-amazon.com/images/I/51nJhTWqkBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61YhMSUf87L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/613ZVa%2BNyhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EV3pXkGFL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51F2giTiBPL._SS40_.jpg']",Cup4Cup,10.88,B0096MPAWQ
"[""Sugar cane is a wild reed thought to have originated in Bengal. Today La Perruche cane sugar is cultivated in Reunion Island, a tropical paradise of flavors and fragrances. The sugar canes soak up all the aromas and goodness of the rich soil in the North and East of the island which enjoy generous rainfall and are aired by the trade winds. Harvested and pressed from July to December, the sugar cane produces a sweet liquid that thickens into a syrup before the formation of the first crystals. It is this sweet gold that secured the reputation of the island, then known as Ile Bourbon, back in the 19th century. The La Perruche brand was created in the latter part of the 19th century and won several medals at the Paris Universal Exhibition in 1889, the year famous for the construction of the Eiffel Tower! Since this date, La Perruche has contributed to establishing French gastronomy worldwide. These days La Perruche has been adopted in the culinary cultures of all 5 continents and is served in the world's most elegant hotels and restaurants."", 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', 'cane sugar', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","La Perruche White Sugar Cubes, 10.5 Ounce","['https://images-na.ssl-images-amazon.com/images/I/51vRCB6aeKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kwYmlMrwL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-86xQxn1L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319cCBlqrQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612T1tjY2BL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31MifbMqeIL._SS40_.jpg']",La Perruche,9.5,B0096PP0GY
"[""Are you chicken or can you take the heat? Eat up Campbell's Go Chicken & Quinoa with Poblano Chilies Go Soup with pipin' poblano chilies and get after some grain."", '<div class=""aplus"" > <div class=""fourth-col""> <div class=""rightimage""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/detail-page/Campbells-GO-logo.jpg"" width=""210"" height=""106"" alt=""Campbell\'s GO"" /></div> <div class=""rightimage""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/detail-page/B0096RP8FK-Campbells-Moroccan-Style-Chicken-Chickpeas-left-1.jpg"" width=""210"" height=""154"" alt=""Moroccan Style Chicken with Chickpeas"" /></div> <div class=""rightimage""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/detail-page/B009GDD6R6-Campbells-Creamy-Pepper-Smoked-Gouda-left-2.jpg"" width=""210"" height=""155"" alt=""Creamy Red Pepper with Smoked Gouda"" /></div> <div class=""rightimage""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/aplus/detail-page/B0096RP89G-Campbells-Coconut-Curry-Chicken-Mushroom-left-3.jpg"" width=""210"" height=""165"" alt=""Coconut Curry with Chicken & Shiitake Mushrooms"" /></div> </div> <div class=""half-col"">', ""If you like soup, eating things, heating things up, microwaves, bold flavors, and preparing food in minutes, you'll love <i>Campbell's Go</i> soup. Six wild and crazy soups in pouches that are ready to eat in mere minutes."", ""Just microwave them right in the pouch (no stove necessary). If they had a middle name, it'd be 'Easy Peasy.' But they don't, because they're soups in pouches. But they do have incredibly awesomely amazingly deliciously bold flavors and are overflowing with tastebud-blowing ingredients. Close your eyes (after you finish reading this, of course), and you'll almost be able to taste the shiitake mushrooms, roasted carrots, poblano chilies, smoked gouda, madras curry... the list goes on and on. So listen to your grumbling stomach and buy yourself some <i>Campbell's Go</i> soup, the best thing to happen to soup since the spoon."", '<b>Moroccan Style Chicken with Chickpeas</b><br />Spicy chicken and whole chickpeas with vine-ripe tomatoes.', '<b>Coconut Curry with Chicken &amp; Shiitake Mushrooms</b><br />Juicy chunks of chicken in a silky coconut curry broth with generous slices of shiitake mushrooms.', '<b>Spicy Chorizo &amp; Pulled Chicken with Black Beans</b><br />Thick slices of spicy sausage with sweet corn, black beans and juicy ribbons of pulled chicken.', '<b>Creamy Red Pepper with Smoked Gouda</b><br />Vibrant tomatoes and sweet, roasted red peppers blended with smoky gouda cheese.', '<b>Chicken &amp; Quinoa with Poblano Chilies</b><br />Juicy chunks of chicken and quinoa with a kick of poblano chilies.', '<b>Golden Lentil with Madras Curry</b><br />Dig in to golden lentils, tomatoes and savory spinach with spicy madras curry.', 'Microwave ovens vary. Time given is approximate. Uneven microwave heating may cause popping, movement of pouch and/or splattering.', ""'WATER, CHICKEN MEAT, TOMATO PUREE (WATER, TOMATO PASTE), COOKED BLACK BEANS, CORN, DICED TOMATOES IN TOMATO JUICE, GREEN PEPPERS, CONTAINS LESS THAN 2% OF: ROASTED POBLANO CHILI PEPPERS, MODIFIED FOOD STARCH, ORGANIC QUINOA, PINTO BEANS, DEHYDRATED ONIONS, SALT, CILANTRO, SUGAR, HYDROLYZED WHEAT GLUTEN, PAPRIKA, SPICE, SOY PROTEIN CONCENTRATE, SODIUM PHOSPHATE, DEHYDRATED GARLIC, FLAVORING, MUSTARD EXTRACT, DEHYDRATED CHICKEN, PAPRIKA EXTRACT, CHICKEN FAT, HYDROGENATED SOYBEAN OIL, GARLIC OIL.'"", 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Campbell's Go Soup, Chicken &amp; Quinoa with Poblano Chiles, 14-Ounce Microwavable Pouch","['https://images-na.ssl-images-amazon.com/images/I/51JZq04yPsL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RI%2BiFSX3L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kRiP5zHFL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51xErnwqzaL._SS40_.jpg']",Campbell's Go Soups,25.203335254139688,B0096RP8IC
"['', ""Kombucha Wonder Drink cherry cassis sparkling fermented tea cans. Contains 80% certified organic ingredients. This bottle is an invitation to take part in an ancient tradition. To sip from a simpler, more enlightened time that began in the Himalayas one hundred generations ago. Kombucha wonder drink is a curiously tart, sparkling fermented tea. Its naturally occurring acids can help detoxify and energize your body without alcohol. It's also a great beverage option for restaurants, industrial kitchens, chefs, and other foodservice professionals that order in bulk."", '<strong>Wonder Drink- Cherry Cassis Promotional Recipes</strong><br />&lsquo;Tis the season! The season for Cherry Cassis Wonder Drink kombucha! Bursting with ripe cherry and blackcurrant flavors, Cherry Cassis is the perfect pairing for all of your favorite holiday foods with a dry fruity tang that will cut through the richness of a heavy meal leaving you less stuffed and more energized&hellip; for a second helping perhaps?', '<strong>The Kirbucha Royal</strong><br />Add a little fine fizz and you&rsquo;ve got the Kirbucha Royal, the only drink we will accept at the Wonder office Christmas party. If you can&rsquo;t stand to be quite this fancy, swap the fizz for white wine and you&rsquo;ve got the non-royal Kirbucha. <br />For 1 serving, combine 4oz Cherry Cassis Wonder Drink Kombucha with 2oz Sparkling white wine- I prefer something a little less than bone dry to balance the kombucha<br />Now make another half dozen for the rest of your guests waiting eagerly at the bar.', '<strong>Kombucha Sunrise</strong><br />Daddy! I want a fancy drink like the grown-ups have! Here&rsquo;s a non-alcoholic version that&rsquo;s great for your designated driver too: <br />For 1 serving combine 4oz Cherry Cassis Wonder Drink Kombucha, 2oz Orange Juice and a dash of grenadine', '<strong>Super Strawberry Cherry Berry Jell-O</strong><br />Serves 4:&nbsp; Combine 1 pack of strawberry Jell-O, 1 can of Cherry Cassis Kombucha Wonder Drink, boiling water equal to the amount on the Jell-O box and a good handful of fresh berries- strawberries, raspberries, blackberries etc.<br />Allow the mix to partially set in the fridge before gently mixing in your berries. Cut your strawberries into halves or fourths if they are particularly big.&nbsp; Enjoy!', 'Filtered Water, Organic Kombucha (Made From Yeast And Bacteria Cultured Sweetened Organic Black Tea), Organic Cane Sugar, Organic Brewed Green Tea, Organic Cherry Juice Concentrate, Organic Black Currant Juice Concentrate.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Wonder Drink Kombucha, Organic Cherry Sparkling Fermented Tea, 8.4oz Can (Pack of 24)","['https://images-na.ssl-images-amazon.com/images/I/41HzvPBnDcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MpNVxQmCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dKfLIECuL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311BFOgTS2L._SS40_.jpg']",Kombucha Wonder Drink,33.0,B0098IMTIG
"['Let your senses be guided by flavors like Roma (light roast South and Central America Arabicas with sweet woody notes), Arpeggio (dark roast of South and Central America Arabicas with cocoa notes), Capriccio (South American Arabicas for an espresso with a rich aroma and strong note), Livanto (pure Arabica for a well-balanced espresso with a roasted caramelized note), and Ristretto (a blend of South American and East African Arabicas for a full-bodied intense espresso).']",Nespresso OriginalLine Variety Pack Capsules,"['https://images-na.ssl-images-amazon.com/images/I/314DKqU%2BLoL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31CioPOeQ2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xgRFyXzNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HbsR7Vk3L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-I6l-EkML._SS40_.jpg']",,34.99,B0099HD3YA
"['Whole milk powder is great for use in confections, baked goods, as a nutrient supplement, an ingredient in dry blends or reconstituted for use as liquid milk. 4.5 cups powder plus 3.75 quarts water Makes 1 gallon liquid milk. Packaged in a Plastic jar and factory sealed to preserve freshness and shelf-life.', 'Ing: Whole milk.\n**Contains: Milk Ingredients.', '4.5 cups powder plus 3.75 quarts water Makes 1 gallon liquid milk.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']",Hoosier Hill Farm All American Dairy Whole Milk Powder 1 lb,"['https://images-na.ssl-images-amazon.com/images/I/41m69Bff6yL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VqMz2turL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RTIW29JhL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31swBdGseHL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jmohVwufL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31olM77mnwL._SS40_.jpg']",Hoosier Hill Farm,11.99,B0099XI58S
"['Cheddar Cheese powder will add the delicious taste of cheddar to your snacks. This powder is perfect for sprinkling on popcorn, pretzels or any snack you desire. Cheddar Cheese powder is also useful for baked potatoes, pastas and salads.', 'This product is labelled to United States standards and may differ from similar products sold elsewhere in its ingredients, labeling and allergen warnings', 'GRANULAR CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), WHEY, SUNFLOWER OIL, WHEY PROTEIN CONCENTRATE, LACTOSE, MALTODEXTRIN, SALT, BLUE CHEESE (MILK, CHEESE CULTURE, SALT ENZYMES), SODIUM PHOSPHATE, CONTAINS LESS THAN 2% OF CITRIC ACID, LACTIC ACID, YELLOW 5, YELLOW 6.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Hoosier Hill Farm Cheddar Cheez Powder, 1 Pound","['https://images-na.ssl-images-amazon.com/images/I/51QvyJkd%2B6L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lWaTBY56L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31NYX7zSWHL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aqf-GUnyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-aVeVT2ZL._SS40_.jpg']",Hoosier Hill Farm,11.99,B0099XPG94
"['Coconut Water Powder Org. It is a high quality healthy product. This product is good for health. This product is manufactured in united states.', 'All of our products, with the exception of our Power Snacks, Coconut Chips, and Superfood+ snacks are packaged onsite at our Novato California facility and we do not source, handle, or offer anything that contains peanuts, gluten/wheat, soy, corn or dairy. Our entire facility is free of these allergens. Cashews and coconut products are the only tree nut items we handle here in our facility. Please note however that the Power Snacks, Coconut Chips, and Superfood+ snack lines are manufactured offsite in a facility that also handles peanuts, tree nuts, wheat, milk, eggs and soy. However, these products have been certified Gluten-Free.', 'Certified organic coconut water (cocos nucifera), certified organic tapioca dextrose (processing aid).Allergen Information: Packaged in a facility that also handles tree nuts.', 'Navitas Naturals Coconut Water Powder allows you to create a coconut beverage according to your own taste buds, recipe inspiration and hydration needs. Simply stir 1 Tbsp. (11 grams) of the powder into a glass of water to create a hydrating sports drink, or add water to the powder and use the liquid as you would coconut water in a smoothie, or any recipe.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Navitas Naturals Organic Coconut Water Powder, 5.8oz. Pouch","['https://images-na.ssl-images-amazon.com/images/I/515Qm9EEdbL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518BavU84PL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IZA2nmVCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RQNoP0M1L._SS40_.jpg']",Navitas Naturals,25.203335254139688,B009AS4DEW
"[""Clearjel (Cook Type) is a modified cornstarch used by many commercial bakers in fruit pie fillings. This cornstarch works well with acidic ingredients and tolerates high temperatures. The first starch to be recommended by USDA for canning fruit pie fillings at home. Due to acid and freeze-thaw stability, maintains consistency after canning or freezing. Also use to make smooth gravies, sauces and soups with the same advantages. 1.5 lbs. (approx. 2.5 cups) is enough to make fillings for up to 18 pies. Storage life of at least 1 year when stored in a cool dry place. Use Clearjel if you're canning homemade pie fillings, since it doesn't begin thickening until the liquid begins to cool. Clear Jel is a superior version of cornstarch because it tolerates higher temperatures and works well with all types of ingredients including acidic ones. Use as a thickener in pies, stews, sauces, gravies and pudding. Use 1/4 cup of Clear Jel for every 1 quart of liquid."", 'waxy corn, modified.', 'Use as a thickener. Use 1/4 cup clearjel to 1 quart of liquid. Bring liquid to a boil before adding clearjel. Do not over boil.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Hoosier Hill Farm Clear Jel, 1.5 Lbs.",['https://images-na.ssl-images-amazon.com/images/I/41u8q7vfXvL._SS40_.jpg'],Hoosier Hill Farm,8.85,B009C9BSGK
"['Hints of freshly baked vanilla biscotti flavor paired with rich coffee make Folgers Vanilla Biscotti ground coffee the most delicious break of the day. Founded in San Francisco, Folgers is an iconic American brand with a history as rich as its coffee. For more than 150 years, Folgers has been the Best Part of Wakin\' Up"" with its Mountain Grown beans and fresh, eye-opening aroma. Folgers coffee provides you with consistently rich, pure taste, cup after cup. Our great taste is equally matched by the dedication to bringing you the flavors you love in the format you choose. Some of your favorite Folgers roasts are also available in canisters, K-Cup Pods, instant, individual single serve packets and other convenient formats.', 'Coffee, Natural and Artificial Flavor.', 'To open: unfold closure tabs and unroll package. Using both hands, pull the bag apart from the center seam.<br>To close: roll down bag, letting out as much air as possible. Fold closure tabs over both sides of bag.<br>How to brew a great cup of coffee: we recommend using 1 tablespoon of ground coffee per 6 fl oz of fresh, cold water. Use more or less coffee to get desired strength.<br>Storage: close bag securely and store unused coffee in a cool, dry place away from direct sunlight.', 'Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.']","Folgers Vanilla Biscotti Flavored Ground Coffee, 10 Ounce",['https://images-na.ssl-images-amazon.com/images/I/31Jm-G3mRDL._SS40_.jpg'],Folgers,25.203335254139688,B009CSS4CC
[],Ellora Farms | Certified Single Estate Extra Virgin Olive Oil | Traceable via lot number | First Cold Press | Kosher OU | 8.45 oz Bottles | Pack of 2,"['https://images-na.ssl-images-amazon.com/images/I/51-ulFCUyRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oldGvX15L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LIpsXYKyL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51i9e7eIuwL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51b4kyKE50L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XvprmbCiL._SS40_.jpg']",Ellora Farms,21.95,B009G4GSNO
